sender,subject,message,content,label
reward@account-verify-now.test,Your wallet is blocked,Refund failed. Enter card details to receive money,From: reward@account-verify-now.test Subject: Your wallet is blocked Refund failed. Enter card details to receive money. Click http://account-verify-now.test/login/4816 and submit password OTP PIN card details.,1
support@city-services.example,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: support@city-services.example Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://city-services.example/receipt/3969,0
noreply@hospital.org.np,Project status summary,Your delivery is scheduled for tomorrow afternoon.,From: noreply@hospital.org.np Subject: Project status summary Your delivery is scheduled for tomorrow afternoon. Link: https://hospital.org.np/help/3278,0
verify@khalti-refund.test,Your wallet is blocked,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@khalti-refund.test Subject: Your wallet is blocked KYC expired. Confirm wallet PIN and OTP to continue. Click http://khalti-refund.test/claim/4214 and submit password OTP PIN card details.,1
billing@wikipedia.org,Password changed successfully,Your OTP is 123456. Do not share it with anyone.,From: billing@wikipedia.org Subject: Password changed successfully Your OTP is 123456. Do not share it with anyone. Link: https://wikipedia.org/help/3238,0
verify@bank-support-update.test,Your wallet is blocked,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@bank-support-update.test Subject: Your wallet is blocked Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/login/4861 and submit password OTP PIN card details.",1
reward@bank-support-update.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@bank-support-update.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://bank-support-update.test/claim/4149 and submit password OTP PIN card details.,1
security@10.8.4.22,Final warning: confirm your password,KYC expired. Confirm wallet PIN and OTP to continue,From: security@10.8.4.22 Subject: Final warning: confirm your password KYC expired. Confirm wallet PIN and OTP to continue. Click http://10.8.4.22/verify/4066 and submit password OTP PIN card details.,1
reward@np-prize-claim.test,Your wallet is blocked,Refund failed. Enter card details to receive money,From: reward@np-prize-claim.test Subject: Your wallet is blocked Refund failed. Enter card details to receive money. Click http://np-prize-claim.test/login/4217 and submit password OTP PIN card details.,1
admin@openai.com,Receipt for your recent purchase,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@openai.com Subject: Receipt for your recent purchase Your appointment is confirmed for Friday at 10:00 AM. Link: https://openai.com/receipt/3196,0
reward@np-prize-claim.test,Urgent account verification required,Security alert. Update password within 24 hours,From: reward@np-prize-claim.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://np-prize-claim.test/verify/4726 and submit password OTP PIN card details.,1
support@store-receipts.example,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: support@store-receipts.example Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://store-receipts.example/help/3274,0
billing@docs.djangoproject.com,Password changed successfully,Class starts tomorrow. Please bring your notebook.,From: billing@docs.djangoproject.com Subject: Password changed successfully Class starts tomorrow. Please bring your notebook. Link: https://docs.djangoproject.com/help/3174,0
billing@github.com,Password changed successfully,Your OTP is 123456. Do not share it with anyone.,From: billing@github.com Subject: Password changed successfully Your OTP is 123456. Do not share it with anyone. Link: https://github.com/receipt/3949,0
verify@esewa-bonus-claim.test,Your wallet is blocked,Refund failed. Enter card details to receive money,From: verify@esewa-bonus-claim.test Subject: Your wallet is blocked Refund failed. Enter card details to receive money. Click http://esewa-bonus-claim.test/verify/4765 and submit password OTP PIN card details.,1
noreply@coursera.org,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: noreply@coursera.org Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://coursera.org/help/3645,0
support@nepalbank.com.np,Monthly statement is available,Your delivery is scheduled for tomorrow afternoon.,From: support@nepalbank.com.np Subject: Monthly statement is available Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/help/3015,0
reward@delivery-fee-pay.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: reward@delivery-fee-pay.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://delivery-fee-pay.test/login/4715 and submit password OTP PIN card details.,1
security@np-prize-claim.test,Unusual login detected,Refund failed. Enter card details to receive money,From: security@np-prize-claim.test Subject: Unusual login detected Refund failed. Enter card details to receive money. Click http://np-prize-claim.test/login/4535 and submit password OTP PIN card details.,1
reward@np-prize-claim.test,Your wallet is blocked,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@np-prize-claim.test Subject: Your wallet is blocked Congratulations, you won a cash prize. Claim reward immediately. Click http://np-prize-claim.test/verify/4928 and submit password OTP PIN card details.",1
admin@city-services.example,Appointment reminder,Thank you for your payment. No further action is required.,From: admin@city-services.example Subject: Appointment reminder Thank you for your payment. No further action is required. Link: https://city-services.example/receipt/3693,0
support@secure-login-check.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: support@secure-login-check.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://secure-login-check.test/login/4328 and submit password OTP PIN card details.,1
billing@wikipedia.org,Monthly statement is available,Your delivery is scheduled for tomorrow afternoon.,From: billing@wikipedia.org Subject: Monthly statement is available Your delivery is scheduled for tomorrow afternoon. Link: https://wikipedia.org/receipt/3762,0
security@wallet-kyc-alert.test,Your wallet is blocked,Security alert. Update password within 24 hours,From: security@wallet-kyc-alert.test Subject: Your wallet is blocked Security alert. Update password within 24 hours. Click http://wallet-kyc-alert.test/verify/4361 and submit password OTP PIN card details.,1
noreply@khanacademy.org,Monthly statement is available,Class starts tomorrow. Please bring your notebook.,From: noreply@khanacademy.org Subject: Monthly statement is available Class starts tomorrow. Please bring your notebook. Link: https://khanacademy.org/profile/3035,0
billing@university.edu.np,Library book reminder,Thank you for your payment. No further action is required.,From: billing@university.edu.np Subject: Library book reminder Thank you for your payment. No further action is required. Link: https://university.edu.np/profile/3727,0
verify@esewa-bonus-claim.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: verify@esewa-bonus-claim.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://esewa-bonus-claim.test/login/4169 and submit password OTP PIN card details.,1
admin@coursera.org,Password changed successfully,Your delivery is scheduled for tomorrow afternoon.,From: admin@coursera.org Subject: Password changed successfully Your delivery is scheduled for tomorrow afternoon. Link: https://coursera.org/profile/3007,0
admin@wikipedia.org,Course update,Your OTP is 123456. Do not share it with anyone.,From: admin@wikipedia.org Subject: Course update Your OTP is 123456. Do not share it with anyone. Link: https://wikipedia.org/receipt/3385,0
